model,source_lang,target_lang,MRR,avg_rank
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,ace_Arab,0.1601671713290204,236.83399209486169
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,ace_Latn,0.5592540347188834,66.38932806324111
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,acm_Arab,0.7633094485649544,7.985177865612648
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,acq_Arab,0.6973476910392123,14.34584980237154
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,aeb_Arab,0.6829556138005436,17.783596837944664
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,afr_Latn,0.7636643417863245,12.308300395256918
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,ajp_Arab,0.7411254995974892,9.9199604743083
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,aka_Latn,0.3949773625610105,144.69268774703556
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,als_Latn,0.5744954179563482,48.026679841897234
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,amh_Ethi,0.2843902220050733,125.3705533596838
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,apc_Arab,0.7403306919811496,10.723320158102768
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,arb_Arab,0.7857698843863251,7.819169960474309
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,arb_Latn,0.2677065918558896,209.9891304347826
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,ars_Arab,0.7682540722838155,9.242094861660078
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,ary_Arab,0.6190741151465309,28.897233201581027
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,arz_Arab,0.7048237209288329,14.379446640316203
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,asm_Beng,0.5710044491059875,33.14525691699605
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,ast_Latn,0.8171315892486853,7.947628458498023
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,awa_Deva,0.778142066609431,11.279644268774703
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,ayr_Latn,0.3321060822190181,188.27272727272728
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,azb_Arab,0.395483970176066,89.56521739130434
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,azj_Latn,0.5707382020293634,51.26778656126482
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,bak_Cyrl,0.5114241632111144,79.0790513833992
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,bam_Latn,0.3309988865311762,187.7164031620553
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,ban_Latn,0.6420954001173805,33.30731225296443
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,bel_Cyrl,0.5963507176947566,34.0395256916996
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,bem_Latn,0.4065065068686967,154.0
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,ben_Beng,0.7385373362322034,13.545454545454543
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,bho_Deva,0.6773373176125229,19.76482213438735
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,bjn_Arab,0.1385842356648047,244.4081027667984
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,bjn_Latn,0.6624753908788029,27.217391304347824
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,bod_Tibt,0.1224147877739884,230.98517786561263
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,bos_Latn,0.7555211878756707,15.67193675889328
ensemble_Qwen_Qwen3_Embedding_0_6B_Alibaba_NLP_gte_multilingual_base,eng_Latn,bug_Latn,0.5168535344397891,79.45158102766798
